Gender ,Age,Title,School Type Level,What is the School location,School Category,State
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Female,21.0,Teacher,Primary,Urban,Non-IDP School,Upper Nile State
Female,16.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,48.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,52.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,65.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,24.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,13.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,20.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,19.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,15.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,24.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,52.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,44.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,32.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,9.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,31.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Male,19.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,40.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,32.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
,,,,,,Eastern Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,49.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,57.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,22.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,14.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,27.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,24.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,60.0,Teacher,Secondary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,25.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,42.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,36.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,28.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,38.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,56.0,Teacher,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,20.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,20.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,19.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,17.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,19.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,20.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,23.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,19.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,20.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,17.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,20.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,29.0,Teacher,Primary,Rural,Non-IDP School,Central Equatoria
Male,37.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,10.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,45.0,Teacher,Primary,Rural,Non-IDP School,Upper Nile State
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,22.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,25.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,19.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,23.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,25.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,19.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,29.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,20.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,20.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,22.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,19.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,20.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,35.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Female,21.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,38.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,30.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,22.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,41.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Male,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Upper Nile State
Male,70.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Female,39.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,38.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,33.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,8.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,33.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,31.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,10.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,9.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,20.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,8.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,8.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,21.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,38.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,23.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,29.0,Teacher,Secondary,Urban,IDP School,Western Equatoria
Male,39.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Equatoria
Male,39.0,Teacher,Primary,Rural,Non-IDP School,Western Equatoria
Male,25.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Male,48.0,Teacher,Secondary,Rural,Non-IDP School,Western Equatoria
Male,47.0,Teacher,Secondary,Rural,Non-IDP School,Western Equatoria
Male,50.0,Teacher,Primary,Rural,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,26.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,20.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,46.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,38.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,19.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,10.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,51.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,18.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,21.0,Teacher,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,20.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,11.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
